dataset,graph_id,graph_name,graph_type,community_strength,method,source_policy,seed,step,removed_edges,remove_ratio,gcc_ratio,gcc_size
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,64,64,0.05387205387205387,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,65,65,0.054713804713804715,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,66,66,0.05555555555555555,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,67,67,0.0563973063973064,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,68,68,0.05723905723905724,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,69,69,0.05808080808080808,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,70,70,0.058922558922558925,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,71,71,0.05976430976430976,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,72,72,0.06060606060606061,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,73,73,0.061447811447811446,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,74,74,0.06228956228956229,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,75,75,0.06313131313131314,0.4127906976744186,213
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,76,76,0.06397306397306397,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,77,77,0.06481481481481481,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,78,78,0.06565656565656566,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,79,79,0.0664983164983165,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,80,80,0.06734006734006734,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,81,81,0.06818181818181818,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,82,82,0.06902356902356903,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,83,83,0.06986531986531987,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,84,84,0.0707070707070707,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,85,85,0.07154882154882154,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,86,86,0.0723905723905724,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,87,87,0.07323232323232323,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,88,88,0.07407407407407407,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,89,89,0.07491582491582492,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,90,90,0.07575757575757576,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,91,91,0.0765993265993266,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,92,92,0.07744107744107744,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,93,93,0.07828282828282829,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,94,94,0.07912457912457913,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,95,95,0.07996632996632996,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,96,96,0.08080808080808081,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,97,97,0.08164983164983165,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,98,98,0.08249158249158249,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,99,99,0.08333333333333333,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,100,100,0.08417508417508418,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,101,101,0.08501683501683502,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,102,102,0.08585858585858586,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,103,103,0.0867003367003367,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,104,104,0.08754208754208755,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,105,105,0.08838383838383838,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,106,106,0.08922558922558922,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,107,107,0.09006734006734007,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,108,108,0.09090909090909091,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,109,109,0.09175084175084175,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,110,110,0.09259259259259259,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,111,111,0.09343434343434344,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,112,112,0.09427609427609428,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,113,113,0.09511784511784512,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,114,114,0.09595959595959595,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,115,115,0.0968013468013468,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,116,116,0.09764309764309764,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,117,117,0.09848484848484848,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,118,118,0.09932659932659933,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,119,119,0.10016835016835017,0.40310077519379844,208
