best_true_delta,candidate_count,chosen_true_delta,graph_id,kendall,mae,rmse,spearman,split,step,top1_hit
0.009615384615384581,29,0.009615384615384581,synthetic_test_001,0.6813851438692468,0.00011113352929084476,0.00030514513140589907,0.7046191506748913,synthetic_test,16,1
0.009615384615384581,27,0.009615384615384581,synthetic_test_001,0.8615497903412859,0.00011757174423237313,0.0003161806479720765,0.8814637923739053,synthetic_test,17,1
0.009615384615384581,25,0.009615384615384581,synthetic_test_001,0.9851843661437778,0.0001256074898858224,0.0003285473347245931,0.998186761880863,synthetic_test,18,1
0.009615384615384581,28,0.009615384615384581,synthetic_test_001,0.8617274844321391,0.00011385770235108414,0.00031049383682120273,0.8809388259564935,synthetic_test,19,1
0.009615384615384581,29,0.009615384615384581,synthetic_test_001,0.9874208829065748,0.00011015522528864422,0.00030509022347201297,0.9986763726826109,synthetic_test,20,1
0.009615384615384581,27,0.009615384615384581,synthetic_test_001,0.7745966692414835,0.00011988772108897743,0.00031577178247979755,0.803646175925534,synthetic_test,21,1
0.009615384615384581,31,0.009615384615384581,synthetic_test_001,0.9883036912035245,0.00010392447343494337,0.00029510468588112384,0.9988499133630073,synthetic_test,22,1
0.009615384615384581,27,0.009615384615384581,synthetic_test_001,0.7778444682625975,0.00011757174423237315,0.0003153906292222649,0.8039133011368085,synthetic_test,23,1
0.009615384615384581,28,0.009615384615384581,synthetic_test_001,0.9869275424396533,0.0001136043914933715,0.0003104798654434761,0.9985744825254632,synthetic_test,24,1
0.009615384615384581,26,0.009615384615384581,synthetic_test_001,0.7229988054812212,0.000121844277951298,0.0003214021127123851,0.7508637389660184,synthetic_test,25,1
0.009615384615384581,26,0.009615384615384581,synthetic_test_001,0.7814214413660202,0.000121844277951298,0.0003222071720378236,0.8053508686851801,synthetic_test,26,1
0.009615384615384581,26,0.009615384615384581,synthetic_test_001,0.861356769214109,0.00012157148164299208,0.0003221926729159975,0.8820263667876298,synthetic_test,27,1
0.028846153846153855,30,0.028846153846153855,synthetic_test_001,0.7351217861035274,0.0002534868938257291,0.0008553436394953464,0.7596104963179703,synthetic_test,28,1
0.009615384615384581,25,0.009615384615384581,synthetic_test_001,0.6343808196897537,0.00012730973884965128,0.0003286360493333311,0.6617386864707053,synthetic_test,29,1
