gcc_after,gcc_before,gcc_delta,graph_id,graph_type,method,num_unique_candidates,remove_ratio,rollout_depth,rollout_edges,selected_source_method,selected_source_rank,split,step,u,v
0.9438775510204082,0.9438775510204082,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.08635097493036212,1,102-173,M5 dynamic edge betweenness,1,synthetic_test,93,102,173
0.9438775510204082,0.9438775510204082,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.0872794800371402,1,149-154,M5 dynamic edge betweenness,1,synthetic_test,94,149,154
0.9438775510204082,0.9438775510204082,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.0882079851439183,1,180-187,M5 dynamic edge betweenness,1,synthetic_test,95,180,187
0.9438775510204082,0.9438775510204082,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,22,0.08913649025069638,1,187-190,M5 dynamic edge betweenness,1,synthetic_test,96,187,190
0.9387755102040817,0.9438775510204082,0.005102040816326481,synthetic_test_000,sbm,Expanded oracle top-5 h1,22,0.09006499535747446,1,173-187,M5 dynamic edge betweenness,2,synthetic_test,97,173,187
0.9387755102040817,0.9387755102040817,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,22,0.09099350046425256,1,154-175,M5 dynamic edge betweenness,1,synthetic_test,98,154,175
0.9387755102040817,0.9387755102040817,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.09192200557103064,1,154-180,M5 dynamic edge betweenness,1,synthetic_test,99,154,180
0.9387755102040817,0.9387755102040817,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,19,0.09285051067780872,1,154-182,M5 dynamic edge betweenness,1,synthetic_test,100,154,182
0.9387755102040817,0.9387755102040817,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,22,0.09377901578458682,1,157-182,M5 dynamic edge betweenness,1,synthetic_test,101,157,182
0.923469387755102,0.9387755102040817,0.015306122448979664,synthetic_test_000,sbm,Expanded oracle top-5 h1,22,0.0947075208913649,1,157-174,M5 dynamic edge betweenness,1,synthetic_test,102,157,174
0.923469387755102,0.923469387755102,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,14,0.09563602599814298,1,60-91,M5 dynamic edge betweenness,1,synthetic_test,103,60,91
0.923469387755102,0.923469387755102,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,19,0.09656453110492108,1,161-163,M5 dynamic edge betweenness,1,synthetic_test,104,161,163
0.923469387755102,0.923469387755102,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,15,0.09749303621169916,1,161-175,M5 dynamic edge betweenness,1,synthetic_test,105,161,175
0.923469387755102,0.923469387755102,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,14,0.09842154131847725,1,137-161,M5 dynamic edge betweenness,1,synthetic_test,106,137,161
0.9183673469387755,0.923469387755102,0.005102040816326481,synthetic_test_000,sbm,Expanded oracle top-5 h1,17,0.09935004642525534,1,60-161,M5 dynamic edge betweenness,1,synthetic_test,107,60,161
0.9183673469387755,0.9183673469387755,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,15,0.10027855153203342,1,60-69,M5 dynamic edge betweenness,1,synthetic_test,108,60,69
0.9183673469387755,0.9183673469387755,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.10120705663881151,1,60-74,M5 dynamic edge betweenness,1,synthetic_test,109,60,74
0.9132653061224489,0.9183673469387755,0.005102040816326592,synthetic_test_000,sbm,Expanded oracle top-5 h1,15,0.1021355617455896,1,60-77,M5 dynamic edge betweenness,1,synthetic_test,110,60,77
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.10306406685236769,1,84-169,M5 dynamic edge betweenness,1,synthetic_test,111,84,169
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.10399257195914577,1,4-186,M5 dynamic edge betweenness,1,synthetic_test,112,4,186
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,16,0.10492107706592387,1,73-167,M5 dynamic edge betweenness,1,synthetic_test,113,73,167
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.10584958217270195,1,20-178,M5 dynamic edge betweenness,1,synthetic_test,114,20,178
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,16,0.10677808727948004,1,95-192,M5 dynamic edge betweenness,1,synthetic_test,115,95,192
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.10770659238625813,1,117-190,M5 dynamic edge betweenness,1,synthetic_test,116,117,190
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.10863509749303621,1,67-160,M5 dynamic edge betweenness,1,synthetic_test,117,67,160
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,17,0.1095636025998143,1,57-189,M5 dynamic edge betweenness,1,synthetic_test,118,57,189
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,16,0.11049210770659239,1,31-189,M5 dynamic edge betweenness,1,synthetic_test,119,31,189
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.11142061281337047,1,158-160,M5 dynamic edge betweenness,1,synthetic_test,120,158,160
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.11234911792014857,1,14-160,M5 dynamic edge betweenness,1,synthetic_test,121,14,160
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.11327762302692665,1,156-160,M5 dynamic edge betweenness,1,synthetic_test,122,156,160
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.11420612813370473,1,155-160,M5 dynamic edge betweenness,1,synthetic_test,123,155,160
0.9132653061224489,0.9132653061224489,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,19,0.11513463324048283,1,160-189,M5 dynamic edge betweenness,1,synthetic_test,124,160,189
0.9081632653061225,0.9132653061224489,0.005102040816326481,synthetic_test_000,sbm,Expanded oracle top-5 h1,15,0.11606313834726091,1,160-190,M5 dynamic edge betweenness,1,synthetic_test,125,160,190
0.9081632653061225,0.9081632653061225,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,22,0.116991643454039,1,97-159,M5 dynamic edge betweenness,1,synthetic_test,126,97,159
0.9081632653061225,0.9081632653061225,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.11792014856081709,1,186-190,M5 dynamic edge betweenness,1,synthetic_test,127,186,190
0.9081632653061225,0.9081632653061225,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.11884865366759517,1,190-192,M5 dynamic edge betweenness,1,synthetic_test,128,190,192
0.9081632653061225,0.9081632653061225,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,21,0.11977715877437325,1,159-190,M5 dynamic edge betweenness,1,synthetic_test,129,159,190
0.9030612244897959,0.9081632653061225,0.005102040816326592,synthetic_test_000,sbm,Expanded oracle top-5 h1,14,0.12070566388115135,1,189-190,M5 dynamic edge betweenness,1,synthetic_test,130,189,190
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,16,0.12163416898792943,1,123-152,M5 dynamic edge betweenness,1,synthetic_test,131,123,152
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,15,0.12256267409470752,1,121-152,M5 dynamic edge betweenness,1,synthetic_test,132,121,152
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,14,0.12349117920148561,1,7-169,M5 dynamic edge betweenness,1,synthetic_test,133,7,169
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.1244196843082637,1,58-175,M5 dynamic edge betweenness,1,synthetic_test,134,58,175
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,16,0.12534818941504178,1,55-101,M5 dynamic edge betweenness,1,synthetic_test,135,55,101
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.12627669452181986,1,100-148,M5 dynamic edge betweenness,1,synthetic_test,136,100,148
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,17,0.12720519962859797,1,141-152,M5 dynamic edge betweenness,1,synthetic_test,137,141,152
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,18,0.12813370473537605,1,131-169,M5 dynamic edge betweenness,1,synthetic_test,138,131,169
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.12906220984215414,1,105-169,M5 dynamic edge betweenness,1,synthetic_test,139,105,169
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,20,0.12999071494893222,1,140-169,M5 dynamic edge betweenness,1,synthetic_test,140,140,169
0.9030612244897959,0.9030612244897959,0.0,synthetic_test_000,sbm,Expanded oracle top-5 h1,19,0.1309192200557103,1,105-164,M5 dynamic edge betweenness,1,synthetic_test,141,105,164
