summary_kind,dataset,dataset_label,method,metric,n,mean,std,ci95_low,ci95_high
method_metric_summary,realworld_completed,realworld24,SASB-matched,first_positive_drop_step,24,435.7083333333333,678.666305860358,164.1852613536753,707.2314053129913
method_metric_summary,realworld_completed,realworld24,SASB-matched,positive_delta_gcc_rate,24,0.07826616584787886,0.05625051570558308,0.05576127251085419,0.10077105918490353
method_metric_summary,realworld_completed,realworld24,SASB-matched,conditional_mean_delta_gcc,24,0.013419310725879338,0.01136139316292399,0.008873806776548828,0.01796481467520985
method_metric_summary,realworld_completed,realworld24,SASB-matched,inter_community_ratio,24,0.3642305613604047,0.13272530107946537,0.3111293816387513,0.4173317410820581
method_metric_summary,realworld_completed,realworld24,SASB-matched,mean_edge_embeddedness,24,0.2510925768652716,0.1756907918281898,0.18080162075945266,0.3213835329710905
method_metric_summary,realworld_completed,realworld24,SASB-matched,mean_common_neighbors,24,2.72110800925873,4.8533954464868785,0.7793454231648318,4.6628705953526275
method_metric_summary,realworld_completed,realworld24,SASB-matched,gcc_at_5pct,24,0.7513348095407643,0.35323963989691654,0.6100095200110172,0.8926600990705114
method_metric_summary,realworld_completed,realworld24,SASB-matched,gcc_at_10pct,24,0.6923459502146748,0.38246119608179013,0.5393296033349028,0.8453622970944469
method_metric_summary,realworld_completed,realworld24,SASB-matched,gcc_at_20pct,24,0.6346054611096329,0.411691605690848,0.46989451477245364,0.7993164074468122
method_metric_summary,realworld_completed,realworld24,SASB-matched,gcc_at_40pct,24,0.5349780477359157,0.453985037158363,0.3533462047261622,0.7166098907456693
method_metric_summary,realworld_completed,realworld24,SASB-random,first_positive_drop_step,24,427.875,652.992397086041,166.62363079964928,689.1263692003507
method_metric_summary,realworld_completed,realworld24,SASB-random,positive_delta_gcc_rate,24,0.07921312540756142,0.057462679925667295,0.056223265379338125,0.10220298543578472
method_metric_summary,realworld_completed,realworld24,SASB-random,conditional_mean_delta_gcc,24,0.01334074355566306,0.011424943594113293,0.008769814138539101,0.017911672972787018
method_metric_summary,realworld_completed,realworld24,SASB-random,inter_community_ratio,24,0.36695619799267637,0.13351939163161333,0.31353731588284284,0.4203750801025099
method_metric_summary,realworld_completed,realworld24,SASB-random,mean_edge_embeddedness,24,0.25273258848345254,0.1787058589155097,0.18123535431328208,0.324229822653623
method_metric_summary,realworld_completed,realworld24,SASB-random,mean_common_neighbors,24,2.72110800925873,4.8533954464868785,0.7793454231648318,4.6628705953526275
method_metric_summary,realworld_completed,realworld24,SASB-random,gcc_at_5pct,24,0.754651208417758,0.346822377308322,0.6158933586396373,0.8934090581958787
method_metric_summary,realworld_completed,realworld24,SASB-random,gcc_at_10pct,24,0.6974055738400137,0.3810234291861129,0.5449644535199425,0.8498466941600848
method_metric_summary,realworld_completed,realworld24,SASB-random,gcc_at_20pct,24,0.6294741071409339,0.4115908547866791,0.4648034695604565,0.7941447447214113
method_metric_summary,realworld_completed,realworld24,SASB-random,gcc_at_40pct,24,0.5331226282540782,0.45229358836518274,0.3521675057009832,0.7140777508071732
