best_true_delta,candidate_count,chosen_true_delta,graph_id,kendall,mae,rmse,spearman,split,step,top1_hit
0.0,24,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,19,1
0.0,27,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,20,1
0.0,26,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,21,1
0.0,24,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,22,1
0.0,27,0.0,synthetic_test_002,0.0,1.8786504455324304e-05,2.5912027659045517e-05,0.0,synthetic_test,23,1
0.0,26,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,24,1
0.0,24,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,25,1
0.0,25,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,26,1
0.0,24,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,27,1
0.0,25,0.0,synthetic_test_002,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,28,1
0.008130081300813052,24,0.008130081300813052,synthetic_test_002,1.0,2.188346565534533e-05,3.846874595076134e-05,1.0,synthetic_test,29,1
0.0060606060606061,24,0.0060606060606061,synthetic_test_003,0.9888264649460883,0.00015953509426076874,0.0005243136282322933,0.9990543733109615,synthetic_test,0,1
0.0060606060606061,28,0.0060606060606061,synthetic_test_003,0.9905211130872973,0.00013892815252423502,0.0004854544794971993,0.9993138935727438,synthetic_test,1,1
0.0060606060606061,25,0.0060606060606061,synthetic_test_003,0.9893045053244826,0.00015376515057453932,0.0005137294391077578,0.9991315673568165,synthetic_test,2,1
0.006060606060605989,25,0.006060606060605989,synthetic_test_003,1.0,6.465305595796548e-05,0.00025033852477845313,1.0,synthetic_test,3,1
0.0,32,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,4,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,5,1
0.0,23,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,6,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,7,1
0.0,25,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,8,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,9,1
0.0,27,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,10,1
0.0,23,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,11,1
0.0,25,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,12,1
0.0,25,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,13,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,14,1
0.0,29,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,15,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,16,1
0.0,25,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,17,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,18,1
0.0,25,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,19,1
0.0,28,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,20,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,21,1
0.0,28,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,22,1
0.0,24,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,23,1
0.0,27,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,24,1
0.0,23,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,25,1
0.0,23,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,26,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,27,1
0.0,25,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,28,1
0.0,26,0.0,synthetic_test_003,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,29,1
0.0,31,0.0,synthetic_test_004,0.0,2.543872935828243e-05,5.083151962989769e-05,0.0,synthetic_test,0,1
0.0,30,0.0,synthetic_test_004,0.0,2.4900667504817132e-05,5.144811890586975e-05,0.0,synthetic_test,1,1
0.0,30,0.0,synthetic_test_004,0.0,1.812152859063425e-05,3.749570728212314e-05,0.0,synthetic_test,2,1
0.0037174721189591198,31,0.0037174721189591198,synthetic_test_004,0.4093870605712014,9.266942970881789e-05,0.0004152566598854987,0.4196860298322589,synthetic_test,3,1
0.0,31,0.0,synthetic_test_004,0.0,1.9302370455157204e-05,3.728651864304854e-05,0.0,synthetic_test,4,1
0.0,30,0.0,synthetic_test_004,0.0,1.8997998019207876e-05,3.769882475924249e-05,0.0,synthetic_test,5,1
0.0037174721189591198,25,0.0037174721189591198,synthetic_test_004,0.47360222277831504,0.00011229309564801467,0.00046236942103848876,0.48679238351123544,synthetic_test,6,1
0.0,30,0.0,synthetic_test_004,0.0,1.8997998019207876e-05,3.769882475924249e-05,0.0,synthetic_test,7,1
0.0,30,0.0,synthetic_test_004,0.0,1.899799801920788e-05,3.7698824759242486e-05,0.0,synthetic_test,8,1
0.0,30,0.0,synthetic_test_004,0.0,1.9436232733494685e-05,3.779997420698565e-05,0.0,synthetic_test,9,1
0.0037174721189591198,29,0.0037174721189591198,synthetic_test_004,0.521387245906701,9.280666603628344e-05,0.0004278575544400577,0.5280588545286916,synthetic_test,10,1
0.0,30,0.0,synthetic_test_004,0.0,1.2657093819311806e-05,1.370609994429237e-05,0.0,synthetic_test,11,1
0.0,30,0.0,synthetic_test_004,0.0,1.2657093819311804e-05,1.370609994429237e-05,0.0,synthetic_test,12,1
0.0,30,0.0,synthetic_test_004,0.0,1.724505916206063e-05,3.729148349080859e-05,0.0,synthetic_test,13,1
0.0037174721189591198,32,0.0037174721189591198,synthetic_test_004,0.43880130338335566,7.599277689885768e-05,0.00035799557109276005,0.44444444444444436,synthetic_test,14,1
0.0,31,0.0,synthetic_test_004,0.0,1.3590109662632111e-05,1.428691271909871e-05,0.0,synthetic_test,15,1
0.0,26,0.0,synthetic_test_004,0.0,1.2758224907224143e-05,1.377023900507687e-05,0.0,synthetic_test,16,1
0.0037174721189590088,31,0.0037174721189590088,synthetic_test_004,0.5906244232186183,8.82294632480968e-05,0.0004138527466810811,0.5969269964413234,synthetic_test,17,1
0.0,26,0.0,synthetic_test_004,0.0,1.4780846665470969e-05,1.4995519788827688e-05,0.0,synthetic_test,18,1
0.0,29,0.0,synthetic_test_004,0.0,1.4379809592715134e-05,1.4760662472710821e-05,0.0,synthetic_test,19,1
0.0,29,0.0,synthetic_test_004,0.0,1.3019770824238821e-05,1.3934746918135302e-05,0.0,synthetic_test,20,1
0.0,30,0.0,synthetic_test_004,0.0,1.3095328533598617e-05,1.3981911081952907e-05,0.0,synthetic_test,21,1
0.0037174721189591198,30,0.0037174721189591198,synthetic_test_004,0.5206035318581479,9.022266057190842e-05,0.0004206754171170447,0.5270462766947298,synthetic_test,22,1
0.0,24,0.0,synthetic_test_004,0.0,1.4738708712174159e-05,1.497101597525317e-05,0.0,synthetic_test,23,1
0.0,29,0.0,synthetic_test_004,0.0,1.2113078311921281e-05,1.3355792065564904e-05,0.0,synthetic_test,24,1
0.0,24,0.0,synthetic_test_004,0.0,1.4738708712174159e-05,1.497101597525317e-05,0.0,synthetic_test,25,1
0.0,28,0.0,synthetic_test_004,0.0,1.434742771727522e-05,1.4741535580701345e-05,0.0,synthetic_test,26,1
0.0,31,0.0,synthetic_test_004,0.0,1.3590109662632113e-05,1.428691271909871e-05,0.0,synthetic_test,27,1
0.0,31,0.0,synthetic_test_004,0.0,1.4014207773232254e-05,1.4543252488152383e-05,0.0,synthetic_test,28,1
0.0,32,0.0,synthetic_test_004,0.0,1.364312192645713e-05,1.4319206150465193e-05,0.0,synthetic_test,29,1
0.0,25,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,0,1
0.0,20,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,1,1
0.0,17,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,2,1
0.0,22,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,3,1
0.0,22,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,4,1
0.0,22,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,5,1
0.0,29,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,6,1
0.0,24,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,7,1
0.0,27,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,8,1
0.0,27,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,9,1
0.0,30,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,10,1
0.0,23,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,11,1
0.0,24,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,12,1
0.0,24,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,13,1
0.0,24,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,14,1
0.0,24,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,15,1
0.0,25,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,16,1
0.0,23,0.0,synthetic_test_005,0.0,2.0228884152444882e-05,3.076694396117123e-05,0.0,synthetic_test,17,1
0.0,25,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,18,1
0.0,27,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,19,1
0.0,29,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,20,1
0.0,25,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,21,1
0.0,23,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,22,1
0.0,26,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,23,1
0.0,29,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,24,1
0.0,26,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,25,1
0.0,24,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,26,1
0.0,28,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,27,1
0.0,23,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,28,1
0.0,24,0.0,synthetic_test_005,0.0,1.5286502105032674e-05,1.5286502105032674e-05,0.0,synthetic_test,29,1
