community_strength,dataset,diagnosis,graph_id,graph_name,graph_type,m5_auc,m5_bridge_ratio,m5_inter_community_ratio,m5_mean_common_neighbors,m5_mean_delta_gcc,m5_mean_embeddedness,outcome,sasb_auc,sasb_bridge_ratio,sasb_inter_community_ratio,sasb_mean_common_neighbors,sasb_mean_delta_gcc,sasb_mean_embeddedness,sasb_minus_m5_normalized_auc,outcome_class,average_degree,average_edge_embeddedness,bridge_ratio,clustering_coefficient,community_algorithm,core2_size_ratio,degree_cv,inter_community_edge_ratio,m,modularity,n,num_communities
,realworld_completed,当前记录的单一结构指标不足以解释 AUC 差异,ia_radoslaw_email,ia-radoslaw-email,communication,0.4153790879778904,0.05107692307692308,0.34184615384615386,11.448923076923075,0.00030584983878397036,0.7908730433829883,SASB_worse,0.5898258866881622,0.05107692307692308,0.7775384615384615,11.448923076923075,0.00030584983878397074,0.5289739041622767,0.17444679871027174,SASB worse than M5,38.92215568862275,0.7862483066903655,0.0073846153846153844,0.5918632085486949,greedy_modularity,0.8562874251497006,0.809957585272728,0.4412307692307692,3250,0.10096383431952664,167,4
,realworld_completed,当前记录的单一结构指标不足以解释 AUC 差异,inf_euroroad,inf-euroroad,infrastructure,0.035386958429671905,0.7954022988505747,0.3348659003831418,0.02452107279693487,0.0007655460046685028,0.018773946360153258,SASB_worse,0.04308961977144247,0.7954022988505747,0.3256704980842912,0.02452107279693487,0.000765546004668503,0.018416347381864626,0.007702661341770563,SASB worse than M5,2.512030798845043,0.03181353767560664,0.23524904214559386,0.01890554104221092,greedy_modularity,0.7083734359961501,0.4782499425921936,0.08122605363984674,1305,0.862711645454412,1039,25
,realworld_completed,当前记录的单一结构指标不足以解释 AUC 差异,inf_power,inf-power,infrastructure,0.011777801227060448,0.7491659084015772,0.3131634819532909,0.09872611464968152,0.00015162232511669316,0.056503627636475685,SASB_worse,0.012017972217756424,0.7491659084015772,0.3275705186533212,0.09872611464968152,0.00015162232511669316,0.05722169264025497,0.0002401709906959762,SASB worse than M5,2.66909532483303,0.13023672861024999,0.2443130118289354,0.08010361108159712,greedy_modularity,0.6786075693179519,0.6711158815096939,0.034121929026387623,6594,0.9342786325451515,4941,42
,realworld_completed,SASB 所选边平均 GCC drop 更小,inf_usair97,inf-USAir97,infrastructure,0.23842996633759875,0.15569143932267168,0.21919096895578552,5.729539040451553,0.00046895011844178474,0.7162685303652037,SASB_worse,0.3115266805698806,0.15569143932267168,0.6660395108184384,5.729539040451553,0.0004689501184417825,0.4190824652440651,0.07309671423228184,SASB worse than M5,12.80722891566265,0.7914181601130953,0.02634054562558796,0.625217249162503,greedy_modularity,0.8343373493975904,1.5696738515175876,0.23047977422389465,2126,0.32039153286506095,332,7
,realworld_completed,当前记录的单一结构指标不足以解释 AUC 差异,rt_retweet,rt-retweet,social,0.13679665242165234,0.811965811965812,0.3931623931623932,0.10256410256410256,0.008457977207977205,0.029304029304029307,tie,0.13679665242165234,0.811965811965812,0.3931623931623932,0.10256410256410256,0.008457977207977205,0.029304029304029307,0.0,tie / close,2.4375,0.12433862433862433,0.5299145299145299,0.060749962863933464,greedy_modularity,0.3541666666666667,1.0539885943622933,0.1794871794871795,117,0.6793045510994229,96,8
,realworld_completed,当前记录的单一结构指标不足以解释 AUC 差异,rt_twitter_copen,rt-twitter-copen,social,0.10499585604844527,0.738581146744412,0.3799805636540329,0.14480077745383868,0.0009705402716746527,0.03821319607690546,SASB_worse,0.10535725459697676,0.738581146744412,0.40233236151603496,0.14480077745383868,0.0009705402716746534,0.03879503768587973,0.000361398548531483,SASB worse than M5,2.704336399474376,0.13503931989997844,0.4878522837706511,0.07588001028319721,greedy_modularity,0.3508541392904074,1.4277072745144315,0.15354713313896987,1029,0.7475697484324841,761,29
,realworld_completed,SASB 所选边平均 GCC drop 更小,soc_dolphins,soc-dolphins,social,0.2355954554676405,0.3836477987421384,0.3333333333333333,0.5974842767295597,0.0061878677216473926,0.32755066387141857,SASB_worse,0.2520288090890647,0.3836477987421384,0.2515723270440252,0.5974842767295597,0.00618786772164739,0.3428721174004193,0.016433353621424233,SASB worse than M5,5.129032258064516,0.3710866526904263,0.05660377358490566,0.25895824605502016,greedy_modularity,0.8548387096774194,0.5716354934535599,0.1761006289308176,159,0.4954906847039278,62,4
,realworld_completed,SASB 更偏向低 embeddedness 边; SASB 所选边带来更大的平均 GCC drop,soc_wiki_vote,soc-wiki-Vote,social,0.202439176914828,0.304735758407687,0.4361702127659575,0.7271791352093342,0.00034278488009863357,0.17732896597008638,SASB_better,0.2006079027355623,0.304735758407687,0.6156485929993136,0.7271791352093342,0.00034278488009863503,0.15521399120661464,-0.0018312741792657075,SASB better than M5,6.555680539932508,0.24154272648002365,0.07103637611530542,0.15284694735014293,greedy_modularity,0.7671541057367829,1.3287596711784533,0.198009608785175,2914,0.5464242864188646,889,13
,realworld_completed,SASB 所选边平均 GCC drop 更小,web_edu,web-edu,web,0.015051348199182031,0.4680259499536608,0.3980537534754402,1.5535990114303366,0.0001544130484835575,0.3735462240572535,SASB_worse,0.016505073156621614,0.4680259499536608,0.4406858202038925,1.5535990114303366,0.0001544130484835573,0.36007557229541376,0.0014537249574395825,SASB worse than M5,4.27185747278126,0.7266593895733976,0.07908557306147668,0.5641840121187514,greedy_modularity,0.8386671065654899,1.8009994814428838,0.01869014519616929,6474,0.9469475415981558,3031,56
,realworld_completed,当前记录的单一结构指标不足以解释 AUC 差异,web_polblogs,web-polblogs,web,0.18087091757387247,0.28157894736842104,0.3754385964912281,1.3175438596491231,0.00043791438159940965,0.2877339686362535,SASB_worse,0.182382472510982,0.28157894736842104,0.618859649122807,1.3175438596491231,0.00043791438159941024,0.20989336502002548,0.0015115549371095274,SASB worse than M5,7.091757387247278,0.3602511978520395,0.07631578947368421,0.2320161939769754,greedy_modularity,0.7293934681181959,1.6143462467040521,0.12368421052631579,2280,0.5274562365343185,643,19
