dataset_group,graph_id,method,normalized_auc,ranking_checkpoint_count,runtime_seconds,seed,source_budget,source_step_count,status
synthetic45,synthetic_test_001,SASB-N-structured,0.2851953105758337,5,3.9962286999999606,20260516,64,202,finished
synthetic45,synthetic_test_001,SASB-N-structured,0.2898256243534801,5,4.049082099999964,20260517,64,202,finished
synthetic45,synthetic_test_001,SASB-N-random-source,0.27965371163982067,5,3.8572196999999733,20260513,64,202,finished
synthetic45,synthetic_test_001,SASB-N-random-source,0.27529432047682384,5,3.8253287999999657,20260514,64,202,finished
synthetic45,synthetic_test_001,SASB-N-random-source,0.27623023496379484,5,3.9156490000000304,20260515,64,202,finished
synthetic45,synthetic_test_001,SASB-N-random-source,0.27519580316240577,5,3.8594870000000583,20260516,64,202,finished
synthetic45,synthetic_test_001,SASB-N-random-source,0.2925594798285798,5,4.001579900000024,20260517,64,202,finished
synthetic45,synthetic_test_001,SASB-N-degree-source,0.2983473720506379,5,4.186713499999996,20260513,64,202,finished
synthetic45,synthetic_test_001,SASB-N-degree-source,0.2983473720506379,5,4.122638700000039,20260514,64,202,finished
synthetic45,synthetic_test_001,SASB-N-degree-source,0.2983473720506379,5,4.164671899999917,20260515,64,202,finished
synthetic45,synthetic_test_001,SASB-N-degree-source,0.2983473720506379,5,4.185060799999974,20260516,64,202,finished
synthetic45,synthetic_test_001,SASB-N-degree-source,0.2983473720506379,5,4.2198591999999735,20260517,64,202,finished
synthetic45,synthetic_test_001,SASB-N-frozen-source,0.3075833702773262,5,3.730340100000035,20260513,64,202,finished
synthetic45,synthetic_test_001,SASB-N-frozen-source,0.29465297275996255,5,3.551366700000017,20260514,64,202,finished
synthetic45,synthetic_test_001,SASB-N-frozen-source,0.3038397123294419,5,3.633187600000042,20260515,64,202,finished
synthetic45,synthetic_test_001,SASB-N-frozen-source,0.28576178513373723,5,3.4020600999999715,20260516,64,202,finished
synthetic45,synthetic_test_001,SASB-N-frozen-source,0.28317570563026456,5,3.3535117000000128,20260517,64,202,finished
realworld_completed,ia_infect_hyper,SASB-N-structured,0.44184576485461446,5,3.3012008000000037,20260513,64,113,finished
realworld_completed,ia_infect_hyper,SASB-N-structured,0.44184576485461446,5,3.3628485999999995,20260514,64,113,finished
realworld_completed,ia_infect_hyper,SASB-N-structured,0.44184576485461446,5,3.360496699999999,20260515,64,113,finished
realworld_completed,ia_infect_hyper,SASB-N-structured,0.44255689001264226,5,3.4020130000000037,20260516,64,113,finished
realworld_completed,ia_infect_hyper,SASB-N-structured,0.4423198482932997,5,3.4323289999999957,20260517,64,113,finished
