dataset_group,graph_id,initial_source_jaccard,left_label,left_method,left_source_count,right_label,right_method,right_source_count,seed
realworld_completed,ia_enron_only,0.24271844660194175,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,ia_enron_only,0.23076923076923078,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,ia_enron_only,0.5421686746987951,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,ia_enron_only,0.3333333333333333,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260516
realworld_completed,ia_enron_only,0.5238095238095238,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,ia_enron_only,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_enron_only,0.31958762886597936,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,ia_enron_only,0.3333333333333333,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_enron_only,0.5238095238095238,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_enron_only,0.3333333333333333,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260517
realworld_completed,ia_enron_only,0.5238095238095238,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,ia_enron_only,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,ia_enron_only,0.2549019607843137,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,ia_enron_only,0.3333333333333333,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,ia_enron_only,0.5238095238095238,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,ia_fb_messages,0.024,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260513
realworld_completed,ia_fb_messages,0.855072463768116,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260513
realworld_completed,ia_fb_messages,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,ia_fb_messages,0.024,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260513
realworld_completed,ia_fb_messages,0.024,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,ia_fb_messages,0.855072463768116,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,ia_fb_messages,0.007874015748031496,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260514
realworld_completed,ia_fb_messages,0.7297297297297297,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260514
realworld_completed,ia_fb_messages,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,ia_fb_messages,0.007874015748031496,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260514
realworld_completed,ia_fb_messages,0.007874015748031496,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,ia_fb_messages,0.7297297297297297,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,ia_fb_messages,0.03225806451612903,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260515
realworld_completed,ia_fb_messages,0.6842105263157895,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,ia_fb_messages,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,ia_fb_messages,0.007874015748031496,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,ia_fb_messages,0.03225806451612903,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,ia_fb_messages,0.6842105263157895,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,ia_fb_messages,0.04065040650406504,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260516
realworld_completed,ia_fb_messages,0.7066666666666667,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,ia_fb_messages,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_fb_messages,0.04918032786885246,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,ia_fb_messages,0.04065040650406504,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_fb_messages,0.7066666666666667,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_fb_messages,0.0,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260517
realworld_completed,ia_fb_messages,0.7534246575342466,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,ia_fb_messages,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,ia_fb_messages,0.007874015748031496,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,ia_fb_messages,0.0,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,ia_fb_messages,0.7534246575342466,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,ia_infect_hyper,0.47126436781609193,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260513
realworld_completed,ia_infect_hyper,0.9104477611940298,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260513
realworld_completed,ia_infect_hyper,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,ia_infect_hyper,0.45454545454545453,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260513
realworld_completed,ia_infect_hyper,0.47126436781609193,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,ia_infect_hyper,0.9104477611940298,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,ia_infect_hyper,0.4065934065934066,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260514
realworld_completed,ia_infect_hyper,0.9393939393939394,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260514
realworld_completed,ia_infect_hyper,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,ia_infect_hyper,0.4065934065934066,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260514
realworld_completed,ia_infect_hyper,0.4065934065934066,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,ia_infect_hyper,0.9393939393939394,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,ia_infect_hyper,0.3473684210526316,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260515
realworld_completed,ia_infect_hyper,0.9104477611940298,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,ia_infect_hyper,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,ia_infect_hyper,0.3617021276595745,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,ia_infect_hyper,0.3473684210526316,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,ia_infect_hyper,0.9104477611940298,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,ia_infect_hyper,0.43820224719101125,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260516
realworld_completed,ia_infect_hyper,0.9692307692307692,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,ia_infect_hyper,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_infect_hyper,0.45454545454545453,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,ia_infect_hyper,0.43820224719101125,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_infect_hyper,0.9692307692307692,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,ia_infect_hyper,0.3763440860215054,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260517
realworld_completed,ia_infect_hyper,0.855072463768116,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,ia_infect_hyper,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,ia_infect_hyper,0.3763440860215054,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,ia_infect_hyper,0.3763440860215054,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,ia_infect_hyper,0.855072463768116,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,rt_retweet,0.5238095238095238,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260513
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260513
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,rt_retweet,0.5238095238095238,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260513
realworld_completed,rt_retweet,0.5238095238095238,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,rt_retweet,1.0,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,rt_retweet,0.5609756097560976,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260514
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260514
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,rt_retweet,0.5609756097560976,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260514
realworld_completed,rt_retweet,0.5609756097560976,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,rt_retweet,1.0,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,rt_retweet,0.5421686746987951,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260515
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,rt_retweet,0.5421686746987951,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,rt_retweet,0.5421686746987951,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,rt_retweet,1.0,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,rt_retweet,0.4883720930232558,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260516
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,rt_retweet,0.4883720930232558,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,rt_retweet,0.4883720930232558,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,rt_retweet,1.0,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,rt_retweet,0.4883720930232558,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260517
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,rt_retweet,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,rt_retweet,0.4883720930232558,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,rt_retweet,0.4883720930232558,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,rt_retweet,1.0,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,web_polblogs,0.03225806451612903,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260513
realworld_completed,web_polblogs,0.5238095238095238,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260513
realworld_completed,web_polblogs,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,web_polblogs,0.05785123966942149,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260513
realworld_completed,web_polblogs,0.03225806451612903,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,web_polblogs,0.5238095238095238,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260513
realworld_completed,web_polblogs,0.04918032786885246,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260514
realworld_completed,web_polblogs,0.47126436781609193,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260514
realworld_completed,web_polblogs,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,web_polblogs,0.04065040650406504,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260514
realworld_completed,web_polblogs,0.04918032786885246,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,web_polblogs,0.47126436781609193,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260514
realworld_completed,web_polblogs,0.05785123966942149,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260515
realworld_completed,web_polblogs,0.4883720930232558,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,web_polblogs,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,web_polblogs,0.024,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260515
realworld_completed,web_polblogs,0.05785123966942149,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,web_polblogs,0.4883720930232558,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260515
realworld_completed,web_polblogs,0.04918032786885246,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260516
realworld_completed,web_polblogs,0.31958762886597936,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,web_polblogs,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,web_polblogs,0.03225806451612903,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260516
realworld_completed,web_polblogs,0.04918032786885246,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,web_polblogs,0.31958762886597936,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260516
realworld_completed,web_polblogs,0.04065040650406504,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260517
realworld_completed,web_polblogs,0.43820224719101125,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,web_polblogs,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,web_polblogs,0.03225806451612903,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260517
realworld_completed,web_polblogs,0.04065040650406504,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260517
realworld_completed,web_polblogs,0.43820224719101125,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_001,0.16363636363636364,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260513
synthetic45,synthetic_test_001,0.4065934065934066,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260513
synthetic45,synthetic_test_001,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_001,0.15315315315315314,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260513
synthetic45,synthetic_test_001,0.16363636363636364,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_001,0.4065934065934066,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_001,0.1743119266055046,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260514
synthetic45,synthetic_test_001,0.29292929292929293,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260514
synthetic45,synthetic_test_001,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_001,0.19626168224299065,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260514
synthetic45,synthetic_test_001,0.1743119266055046,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_001,0.29292929292929293,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_001,0.18518518518518517,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260515
synthetic45,synthetic_test_001,0.4065934065934066,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260515
synthetic45,synthetic_test_001,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_001,0.1743119266055046,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260515
synthetic45,synthetic_test_001,0.18518518518518517,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_001,0.4065934065934066,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_001,0.1743119266055046,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260516
synthetic45,synthetic_test_001,0.3617021276595745,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260516
synthetic45,synthetic_test_001,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_001,0.15315315315315314,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260516
synthetic45,synthetic_test_001,0.1743119266055046,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_001,0.3617021276595745,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_001,0.16363636363636364,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260517
synthetic45,synthetic_test_001,0.3763440860215054,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260517
synthetic45,synthetic_test_001,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_001,0.14285714285714285,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260517
synthetic45,synthetic_test_001,0.16363636363636364,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_001,0.3763440860215054,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_004,0.43820224719101125,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260513
synthetic45,synthetic_test_004,0.7534246575342466,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260513
synthetic45,synthetic_test_004,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_004,0.43820224719101125,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260513
synthetic45,synthetic_test_004,0.43820224719101125,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_004,0.7534246575342466,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_004,0.5238095238095238,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260514
synthetic45,synthetic_test_004,0.7534246575342466,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260514
synthetic45,synthetic_test_004,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_004,0.5058823529411764,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260514
synthetic45,synthetic_test_004,0.5238095238095238,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_004,0.7534246575342466,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_004,0.4065934065934066,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260515
synthetic45,synthetic_test_004,0.7297297297297297,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260515
synthetic45,synthetic_test_004,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_004,0.4222222222222222,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260515
synthetic45,synthetic_test_004,0.4065934065934066,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_004,0.7297297297297297,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_004,0.391304347826087,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260516
synthetic45,synthetic_test_004,0.7297297297297297,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260516
synthetic45,synthetic_test_004,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_004,0.3473684210526316,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260516
synthetic45,synthetic_test_004,0.391304347826087,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_004,0.7297297297297297,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_004,0.43820224719101125,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260517
synthetic45,synthetic_test_004,0.7534246575342466,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260517
synthetic45,synthetic_test_004,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_004,0.45454545454545453,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260517
synthetic45,synthetic_test_004,0.43820224719101125,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_004,0.7534246575342466,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_005,0.20754716981132076,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260513
synthetic45,synthetic_test_005,0.5238095238095238,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260513
synthetic45,synthetic_test_005,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_005,0.18518518518518517,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260513
synthetic45,synthetic_test_005,0.20754716981132076,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_005,0.5238095238095238,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_005,0.1743119266055046,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260514
synthetic45,synthetic_test_005,0.6,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260514
synthetic45,synthetic_test_005,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_005,0.13274336283185842,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260514
synthetic45,synthetic_test_005,0.1743119266055046,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_005,0.6,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260514
synthetic45,synthetic_test_005,0.16363636363636364,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260515
synthetic45,synthetic_test_005,0.5802469135802469,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260515
synthetic45,synthetic_test_005,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_005,0.14285714285714285,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260515
synthetic45,synthetic_test_005,0.16363636363636364,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_005,0.5802469135802469,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260515
synthetic45,synthetic_test_005,0.16363636363636364,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260516
synthetic45,synthetic_test_005,0.5421686746987951,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260516
synthetic45,synthetic_test_005,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_005,0.11304347826086956,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260516
synthetic45,synthetic_test_005,0.16363636363636364,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_005,0.5421686746987951,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260516
synthetic45,synthetic_test_005,0.18518518518518517,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260517
synthetic45,synthetic_test_005,0.5802469135802469,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260517
synthetic45,synthetic_test_005,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_005,0.16363636363636364,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260517
synthetic45,synthetic_test_005,0.18518518518518517,random-source,SASB-N-random-source,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_005,0.5802469135802469,degree-source,SASB-N-degree-source,64,frozen-source,SASB-N-frozen-source,64,20260517
synthetic45,synthetic_test_006,0.4065934065934066,structured,SASB-N-structured,64,random-source,SASB-N-random-source,64,20260513
synthetic45,synthetic_test_006,0.855072463768116,structured,SASB-N-structured,64,degree-source,SASB-N-degree-source,64,20260513
synthetic45,synthetic_test_006,1.0,structured,SASB-N-structured,64,frozen-source,SASB-N-frozen-source,64,20260513
synthetic45,synthetic_test_006,0.391304347826087,random-source,SASB-N-random-source,64,degree-source,SASB-N-degree-source,64,20260513
