dataset,graph_id,graph_name,graph_type,community_strength,method,source_policy,seed,step,removed_edges,remove_ratio,gcc_ratio,gcc_size
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,124,124,0.04548789435069699,0.7374213836477987,938
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,125,125,0.045854732208363905,0.7374213836477987,938
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,126,126,0.046221570066030816,0.7374213836477987,938
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,127,127,0.04658840792369773,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,128,128,0.04695524578136464,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,129,129,0.04732208363903155,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,130,130,0.04768892149669846,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,131,131,0.048055759354365374,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,132,132,0.04842259721203228,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,133,133,0.04878943506969919,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,134,134,0.0491562729273661,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,135,135,0.04952311078503301,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,136,136,0.049889948642699924,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,137,137,0.050256786500366836,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,138,138,0.05062362435803375,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,139,139,0.05099046221570066,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,140,140,0.05135730007336757,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,141,141,0.05172413793103448,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,142,142,0.052090975788701394,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,143,143,0.052457813646368305,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,144,144,0.05282465150403522,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,145,145,0.05319148936170213,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,146,146,0.05355832721936904,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,147,147,0.05392516507703595,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,148,148,0.05429200293470286,0.7327044025157232,932
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,149,149,0.054658840792369774,0.7319182389937107,931
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,150,150,0.055025678650036686,0.7319182389937107,931
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,151,151,0.0553925165077036,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,152,152,0.05575935436537051,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,153,153,0.05612619222303742,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,154,154,0.05649303008070433,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,155,155,0.05685986793837124,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,156,156,0.05722670579603815,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,157,157,0.05759354365370506,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,158,158,0.05796038151137197,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,159,159,0.05832721936903888,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,160,160,0.058694057226705794,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,161,161,0.059060895084372705,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,162,162,0.05942773294203962,0.7311320754716981,930
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,163,163,0.05979457079970653,0.7303459119496856,929
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,164,164,0.06016140865737344,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,165,165,0.06052824651504035,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,166,166,0.06089508437270726,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,167,167,0.061261922230374175,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,168,168,0.061628760088041086,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,169,169,0.061995597945708,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,170,170,0.06236243580337491,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,171,171,0.06272927366104182,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,172,172,0.06309611151870873,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,173,173,0.06346294937637564,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,174,174,0.06382978723404255,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,175,175,0.06419662509170947,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,176,176,0.06456346294937637,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,177,177,0.06493030080704329,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,178,178,0.0652971386647102,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,179,179,0.06566397652237711,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,180,180,0.06603081438004402,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,181,181,0.06639765223771094,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,182,182,0.06676449009537784,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,183,183,0.06713132795304476,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,184,184,0.06749816581071166,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,185,185,0.06786500366837858,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,186,186,0.06823184152604549,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,187,187,0.0685986793837124,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,188,188,0.06896551724137931,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,189,189,0.06933235509904623,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,190,190,0.06969919295671313,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,191,191,0.07006603081438005,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,192,192,0.07043286867204696,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,193,193,0.07079970652971386,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,194,194,0.07116654438738078,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,195,195,0.07153338224504768,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,196,196,0.0719002201027146,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,197,197,0.0722670579603815,0.6792452830188679,864
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,198,198,0.07263389581804842,0.6784591194968553,863
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,199,199,0.07300073367571533,0.6784591194968553,863
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,200,200,0.07336757153338225,0.6776729559748428,862
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,201,201,0.07373440939104915,0.6776729559748428,862
realworld_completed,bio_grid_plant,bio-grid-plant,biological,unknown,SASB-random,random,20260513,202,202,0.07410124724871607,0.6776729559748428,862
