dataset,graph_id,method,source_policy,seed,status,normalized_auc,gcc_at_5pct,gcc_at_10pct,gcc_at_20pct,gcc_at_40pct,first_positive_drop_step,positive_delta_gcc_rate,conditional_mean_delta_gcc,inter_community_ratio,mean_edge_embeddedness,mean_common_neighbors,true_source_traversal_count,runtime_seconds,candidate_generation_seconds,sampled_path_scoring_seconds,model_scoring_seconds,louvain_recomputes,candidate_set_backend,candidate_set_config,candidate_set_config_equal_to_structured,candidate_set_hashes_recorded,observed_remove_ratio,removed_edges,max_steps
synthetic45,synthetic_test_019,SASB-random,random,20260513,finished,0.7738776595744681,1.0,1.0,1.0,1.0,730,0.09191489361702128,0.009220679012345679,0.5497872340425531,0.08647161957874697,0.4672340425531915,32737,38.58652909999364,5.897386699740309,9.53786089969799,0.18715780027559958,244,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1175,1.0,1175,1175
synthetic45,synthetic_test_019,SASB-matched,matched,20260513,finished,0.7800833333333334,1.0,1.0,1.0,1.0,767,0.09617021276595744,0.00881268436578171,0.5336170212765957,0.07885996506582275,0.4672340425531915,32942,43.58577899998636,5.925412199489074,9.57114220020594,0.18766060072812252,241,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1175,1.0,1175,1175
synthetic45,synthetic_test_020,SASB-structured,structured,20260513,finished,0.49816314602989065,1.0,1.0,1.0,0.8813559322033898,153,0.10591133004926108,0.02312442517409013,0.2536945812807882,0.05835679099225896,0.12807881773399016,8487,4.6925846000085585,0.46664579995558597,1.2557641006133053,0.02261849940987304,181,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,406,1.0,406,406
synthetic45,synthetic_test_020,SASB-random,random,20260513,finished,0.4976482702958448,1.0,1.0,1.0,1.0,162,0.10098522167487685,0.024252445914289652,0.2438423645320197,0.061887168660567676,0.12807881773399016,8406,4.7054711999953724,0.46496099975774996,1.2501445000816602,0.022369799960870296,182,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,406,1.0,406,406
synthetic45,synthetic_test_020,SASB-matched,matched,20260513,finished,0.4886309871698533,1.0,1.0,0.96045197740113,0.8587570621468926,51,0.10344827586206896,0.02367500672585418,0.24630541871921183,0.06242083040112596,0.12807881773399016,8477,5.241374600009294,0.46817010041559115,1.2200499997998122,0.022501499654026702,181,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,406,1.0,406,406
synthetic45,synthetic_test_021,SASB-structured,structured,20260513,finished,0.7460872739440583,1.0,1.0,1.0,1.0,295,0.14376321353065538,0.014600084638171813,0.38054968287526425,0.044563575958924795,0.11839323467230443,12685,7.594941399991512,0.9509437998058274,1.9616748999396805,0.043259200057946146,124,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,473,1.0,473,473
synthetic45,synthetic_test_021,SASB-random,random,20260513,finished,0.7400793952575783,1.0,1.0,1.0,1.0,285,0.1416490486257928,0.014817996349189302,0.41226215644820297,0.04937665693479647,0.11839323467230443,12629,7.957140600017738,0.9783256004448049,1.9923342998081353,0.04577930009691045,125,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,473,1.0,473,473
synthetic45,synthetic_test_021,SASB-matched,matched,20260513,finished,0.7349384762802865,1.0,1.0,1.0,1.0,281,0.13742071881606766,0.015273934698395131,0.4186046511627907,0.04679855028692238,0.11839323467230443,12617,8.488379499991424,0.9446033999556676,1.9665184002951719,0.046194999711588025,127,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,473,1.0,473,473
synthetic45,synthetic_test_022,SASB-structured,structured,20260513,finished,0.7874372948535331,1.0,1.0,1.0,1.0,608,0.08195020746887967,0.01259525159015051,0.524896265560166,0.05491770504737309,0.17219917012448133,26677,27.607655500003602,4.087656199757475,6.749658900487702,0.14643709949450567,222,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,964,1.0,964,964
synthetic45,synthetic_test_022,SASB-random,random,20260513,finished,0.7869728122871122,1.0,1.0,1.0,1.0,663,0.08402489626556017,0.012284257723727043,0.5487551867219918,0.05903848053744319,0.17219917012448133,26614,27.61596210001153,4.152126899978612,6.752071499970043,0.14587509992998093,221,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,964,1.0,964,964
synthetic45,synthetic_test_022,SASB-matched,matched,20260513,finished,0.789811316859685,1.0,1.0,1.0,1.0,644,0.08506224066390042,0.01213444970270598,0.520746887966805,0.054730282971984213,0.17219917012448133,26732,30.705403100000694,4.217214500240516,6.7746453997679055,0.15365340022253804,219,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,964,1.0,964,964
synthetic45,synthetic_test_023,SASB-structured,structured,20260513,finished,0.5630048880885001,1.0,1.0,1.0,1.0,151,0.18840579710144928,0.015293582157487483,0.2956521739130435,0.01111111111111111,0.020289855072463767,7746,4.259157899999991,0.4273683998908382,1.1121506002382375,0.02350669974111952,144,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,345,1.0,345,345
synthetic45,synthetic_test_023,SASB-random,random,20260513,finished,0.568973501414973,1.0,1.0,1.0,1.0,144,0.19130434782608696,0.015061861215707373,0.2492753623188406,0.012560386473429951,0.020289855072463767,7760,4.292015499988338,0.4280824998859316,1.1132260000740644,0.023550499870907515,143,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,345,1.0,345,345
synthetic45,synthetic_test_023,SASB-matched,matched,20260513,finished,0.5651144841780293,1.0,1.0,1.0,1.0,139,0.18840579710144928,0.015293582157487483,0.26666666666666666,0.01217391304347826,0.020289855072463767,7743,4.968344099994283,0.43249900024966337,1.1170225001114886,0.023976900178240612,143,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,345,1.0,345,345
synthetic45,synthetic_test_024,SASB-structured,structured,20260513,finished,0.7603768191268191,1.0,1.0,1.0,1.0,561,0.0918918918918919,0.011708144796380089,0.5027027027027027,0.05556378456378456,0.1535135135135135,25175,26.219192500022473,3.707884299743455,6.3297706004814245,0.13300489960238338,213,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,925,1.0,925,925
synthetic45,synthetic_test_024,SASB-random,random,20260513,finished,0.767393451143451,1.0,1.0,1.0,1.0,621,0.08540540540540541,0.012597370983446932,0.47675675675675677,0.058948129948129944,0.1535135135135135,25151,26.27716070000315,3.7246768002805766,6.353185200190637,0.13434539991430938,221,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,925,1.0,925,925
synthetic45,synthetic_test_024,SASB-matched,matched,20260513,finished,0.7704807692307691,1.0,1.0,1.0,1.0,616,0.08972972972972973,0.011990268767377202,0.4918918918918919,0.05461959361959362,0.1535135135135135,25256,29.551233700010926,3.880788500449853,6.484703800466377,0.14110920036910102,216,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,925,1.0,925,925
synthetic45,synthetic_test_025,SASB-structured,structured,20260513,finished,0.31989828353464717,1.0,1.0,0.5846153846153846,0.2923076923076923,20,0.17355371900826447,0.04688644688644688,0.4049586776859504,0.06955922865013775,0.1322314049586777,1825,0.3797852999996394,0.03674410030362196,0.08027300011599436,0.003292799898190424,64,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,121,1.0,121,121
synthetic45,synthetic_test_025,SASB-random,random,20260513,finished,0.3080737444373808,1.0,1.0,0.5846153846153846,0.26153846153846155,17,0.15702479338842976,0.05182186234817813,0.371900826446281,0.07396694214876033,0.1322314049586777,1768,0.3909405999875162,0.03914249985245988,0.08734410000033677,0.0040088001696858555,62,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,121,1.0,121,121
synthetic45,synthetic_test_025,SASB-matched,matched,20260513,finished,0.3247298156389065,1.0,1.0,0.6307692307692307,0.35384615384615387,19,0.18181818181818182,0.04475524475524475,0.371900826446281,0.0743801652892562,0.1322314049586777,1863,0.40927649999503046,0.03763720000279136,0.08174810008495115,0.003525200125295669,60,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,121,1.0,121,121
synthetic45,synthetic_test_026,SASB-structured,structured,20260513,finished,0.7773858686783737,1.0,1.0,1.0,1.0,410,0.1001669449081803,0.01654135338345865,0.5125208681135225,0.07851915289310948,0.20701168614357263,16336,10.521059599996079,1.5649677999899723,2.6993911003228277,0.06654789968160912,136,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,599,1.0,599,599
synthetic45,synthetic_test_026,SASB-random,random,20260513,finished,0.7796954824456801,1.0,1.0,1.0,1.0,400,0.09682804674457429,0.017111744879439977,0.5175292153589316,0.08085234650343164,0.20701168614357263,16324,10.214492099999916,1.5423171003058087,2.6679238003853243,0.06468369922367856,137,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,599,1.0,599,599
synthetic45,synthetic_test_026,SASB-matched,matched,20260513,finished,0.7799967364153289,1.0,1.0,1.0,1.0,355,0.09849749582637729,0.016821715305212186,0.49248747913188645,0.07475434044716181,0.20701168614357263,16327,11.639729600021383,1.5280347999359947,2.7069830003601965,0.06734769974718802,137,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,599,1.0,599,599
synthetic45,synthetic_test_027,SASB-structured,structured,20260513,finished,0.7208949284842142,1.0,1.0,1.0,1.0,508,0.10622710622710622,0.01144293924466338,0.2576312576312576,0.08136810279667422,0.25274725274725274,21399,19.423293200001353,2.39279790018918,5.266154199605808,0.11029840051196516,220,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,819,1.0,819,819
synthetic45,synthetic_test_027,SASB-random,random,20260513,finished,0.7132146127681842,1.0,1.0,1.0,1.0,490,0.10500610500610501,0.011575996677740862,0.2588522588522589,0.08296606391844487,0.25274725274725274,21484,19.35146750000422,2.4410066996642854,5.243720399943413,0.10871699982089922,223,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,819,1.0,819,819
synthetic45,synthetic_test_027,SASB-matched,matched,20260513,finished,0.7112795438688295,1.0,1.0,1.0,1.0,490,0.10012210012210013,0.012140679442508712,0.2576312576312576,0.08152024342500533,0.25274725274725274,21184,21.92148520000046,2.3868514995265286,5.219039100018563,0.11168779982835986,223,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,819,1.0,819,819
synthetic45,synthetic_test_028,SASB-structured,structured,20260513,finished,0.6777865682137834,1.0,1.0,1.0,1.0,402,0.13783403656821377,0.01016156462585034,0.459915611814346,0.03172947774455266,0.1729957805907173,18139,17.676828900002874,2.0294862004811876,4.353021199640352,0.08723670014296658,212,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,711,1.0,711,711
synthetic45,synthetic_test_028,SASB-random,random,20260513,finished,0.6728111814345992,1.0,1.0,1.0,1.0,323,0.13783403656821377,0.01016156462585034,0.4767932489451477,0.03701767682483153,0.1729957805907173,18101,17.058509700000286,2.0825048004626296,4.287509000045247,0.08549969978048466,212,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,711,1.0,711,711
synthetic45,synthetic_test_028,SASB-matched,matched,20260513,finished,0.6837816455696202,1.0,1.0,1.0,1.0,369,0.14767932489451477,0.009484126984126984,0.45288326300984527,0.03459384157693128,0.1729957805907173,18294,19.207836300018243,2.0648992002243176,4.388977299677208,0.09151760005624965,205,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,711,1.0,711,711
synthetic45,synthetic_test_029,SASB-structured,structured,20260513,finished,0.7615141249265056,1.0,1.0,1.0,1.0,468,0.13502673796791445,0.009849152454512466,0.47593582887700536,0.07450878580160245,0.32620320855614976,20650,17.465617100009695,2.3530164995754603,4.467880900338059,0.09424930033856072,162,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,748,1.0,748,748
synthetic45,synthetic_test_029,SASB-random,random,20260513,finished,0.7581683792031806,1.0,1.0,1.0,1.0,409,0.13368983957219252,0.00994764397905759,0.47058823529411764,0.07495196387175483,0.32620320855614976,20593,17.6779605000047,2.3937267999572214,4.466241100628395,0.09555950004141778,163,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,748,1.0,748,748
synthetic45,synthetic_test_029,SASB-matched,matched,20260513,finished,0.7553125962426855,1.0,1.0,1.0,1.0,442,0.1323529411764706,0.010048125231371302,0.4893048128342246,0.07435264856462354,0.32620320855614976,20588,20.016513999988092,2.434005799877923,4.574780799768632,0.127520300418837,165,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,748,1.0,748,748
synthetic45,synthetic_test_030,SASB-structured,structured,20260513,finished,0.7571771324563581,1.0,1.0,1.0,1.0,347,0.13924050632911392,0.012902130549189372,0.4430379746835443,0.04447888860185424,0.09041591320072333,15066,10.140871799987508,1.3200989995675627,2.574052000330994,0.0584718995669391,132,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,553,1.0,553,553
synthetic45,synthetic_test_030,SASB-random,random,20260513,finished,0.7419068893380136,1.0,1.0,1.0,1.0,338,0.13924050632911392,0.012902130549189372,0.4430379746835443,0.04506156893137001,0.09041591320072333,14986,10.044334600010188,1.303324700158555,2.501861399738118,0.058329399762442335,135,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,553,1.0,553,553
synthetic45,synthetic_test_030,SASB-matched,matched,20260513,finished,0.7405240577243555,1.0,1.0,1.0,1.0,329,0.13381555153707053,0.013425189895778131,0.4701627486437613,0.0439708372800597,0.09041591320072333,14925,11.074263899994548,1.2934439998643938,2.5146507999452297,0.06021870035328902,137,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,553,1.0,553,553
synthetic45,synthetic_test_031,SASB-structured,structured,20260513,finished,0.3432626417769376,1.0,1.0,1.0,0.13043478260869565,150,0.04891304347826087,0.036835748792270535,0.28804347826086957,0.31630434782608696,0.7409420289855072,9073,5.0262778000032995,0.6378185996145476,1.385827399615664,0.030294700438389555,199,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,552,1.0,552,552
synthetic45,synthetic_test_031,SASB-random,random,20260513,finished,0.3221733223062382,1.0,1.0,0.875,0.09239130434782608,68,0.05434782608695652,0.03315217391304349,0.29347826086956524,0.32155797101449274,0.7409420289855072,8818,4.658610500016948,0.5984489997499622,1.293765899783466,0.0278343997488264,197,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,552,1.0,552,552
synthetic45,synthetic_test_031,SASB-matched,matched,20260513,finished,0.32582604757403905,1.0,1.0,0.9184782608695652,0.09782608695652174,64,0.05253623188405797,0.03429535232383809,0.27717391304347827,0.31714975845410626,0.7409420289855072,8874,5.294545500015374,0.5970835004700348,1.3093257996661123,0.029188300162786618,199,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,552,1.0,552,552
synthetic45,synthetic_test_032,SASB-structured,structured,20260513,finished,0.7231237322515214,1.0,1.0,1.0,1.0,163,0.1925287356321839,0.01479994983067854,0.3735632183908046,0.07166189681402664,0.27873563218390807,9322,4.143147599999793,0.5017828000418376,1.1124916997505352,0.026931100204819813,96,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,348,1.0,348,348
synthetic45,synthetic_test_032,SASB-random,random,20260513,finished,0.7173283106345987,1.0,1.0,1.0,1.0,178,0.1925287356321839,0.01479994983067854,0.3994252873563218,0.07274737226562783,0.27873563218390807,9294,4.130432199977804,0.49173419960425235,1.0850147999590263,0.02509519987506792,95,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,348,1.0,348,348
synthetic45,synthetic_test_032,SASB-matched,matched,20260513,finished,0.710687723365208,1.0,1.0,1.0,1.0,150,0.1896551724137931,0.015024191494779727,0.34770114942528735,0.07731496819985663,0.27873563218390807,9241,4.522283099999186,0.47844649959006347,1.0830014997627586,0.026285099680535495,96,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,348,1.0,348,348
synthetic45,synthetic_test_033,SASB-structured,structured,20260513,finished,0.4344411597838096,1.0,1.0,1.0,0.819672131147541,159,0.04918032786885246,0.03683464885650678,0.3005464480874317,0.24678202792956888,0.5828779599271403,9888,5.936700399994152,0.7648514999309555,1.7008169000037014,0.03490380011498928,202,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,549,1.0,549,549
synthetic45,synthetic_test_033,SASB-random,random,20260513,finished,0.424099455542616,1.0,1.0,1.0,0.9289617486338798,110,0.051001821493624776,0.035519125683060114,0.30965391621129323,0.24547662416514873,0.5828779599271403,9858,5.863567899999907,0.7581121996627189,1.6736204998451285,0.03467819999787025,201,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,549,1.0,549,549
synthetic45,synthetic_test_033,SASB-matched,matched,20260513,finished,0.4170324584191824,1.0,1.0,1.0,0.4972677595628415,181,0.056466302367941715,0.03208179093953816,0.2896174863387978,0.2448087431693989,0.5828779599271403,9859,6.585924199986039,0.7632460001041181,1.6738889994157944,0.03611029975581914,202,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,549,1.0,549,549
synthetic45,synthetic_test_034,SASB-structured,structured,20260513,finished,0.7510608203677511,1.0,1.0,1.0,1.0,161,0.14356435643564355,0.017077175697865352,0.4628712871287129,0.10207157102349912,0.4900990099009901,11151,4.921235000016168,0.68055780036957,1.2926742002309766,0.031708400027127936,96,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,404,1.0,404,404
synthetic45,synthetic_test_034,SASB-random,random,20260513,finished,0.771970768505422,1.0,1.0,1.0,1.0,240,0.15346534653465346,0.015975422427035327,0.46782178217821785,0.10233902932899806,0.4900990099009901,11288,4.845775499998126,0.694198500161292,1.3401535999437328,0.032593799754977226,93,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,404,1.0,404,404
synthetic45,synthetic_test_034,SASB-matched,matched,20260513,finished,0.7541018387553041,1.0,1.0,1.0,1.0,246,0.13861386138613863,0.01768707482993197,0.4405940594059406,0.10738970242455129,0.4900990099009901,11069,5.655641799996374,0.7130547002016101,1.366564099502284,0.03554310026811436,99,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,404,1.0,404,404
synthetic45,synthetic_test_035,SASB-structured,structured,20260513,finished,0.7950819672131147,1.0,1.0,1.0,1.0,377,0.12295081967213115,0.013228346456692913,0.5360655737704918,0.11251377096742182,0.5967213114754099,17524,10.045829899987439,1.6778741003363393,2.6825174001860432,0.06637780027813278,115,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,610,1.0,610,610
synthetic45,synthetic_test_035,SASB-random,random,20260513,finished,0.7948367109848974,1.0,1.0,1.0,1.0,382,0.11639344262295082,0.013973605411999556,0.5147540983606558,0.11692515854416326,0.5967213114754099,17327,10.093833999999333,1.600425999960862,2.6883863999391906,0.06577039964031428,120,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,610,1.0,610,610
synthetic45,synthetic_test_035,SASB-matched,matched,20260513,finished,0.8005163289015103,1.0,1.0,1.0,1.0,383,0.12622950819672132,0.012884753042233358,0.5360655737704918,0.11281183438424501,0.5967213114754099,17564,11.30802379999659,1.608372499817051,2.7407932996284217,0.06762940020416863,112,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,610,1.0,610,610
synthetic45,synthetic_test_036,SASB-structured,structured,20260513,finished,0.7134278548804492,1.0,1.0,1.0,1.0,565,0.06783369803063458,0.016055383708940926,0.22647702407002188,0.11566939321315688,0.39606126914660833,23343,22.226911599980667,3.0091389002045617,6.079537499754224,0.130178400373552,244,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,914,1.0,914,914
synthetic45,synthetic_test_036,SASB-random,random,20260513,finished,0.7095960352907087,1.0,1.0,1.0,1.0,573,0.06892778993435449,0.015800536348481546,0.21663019693654267,0.11919049829334294,0.39606126914660833,23322,22.19203040000866,2.9397609005100094,6.1320596997393295,0.13074319990118966,244,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,914,1.0,914,914
synthetic45,synthetic_test_036,SASB-matched,matched,20260513,finished,0.7149615818870337,1.0,1.0,1.0,1.0,600,0.07330415754923414,0.014857220745587131,0.2188183807439825,0.1164081815340021,0.39606126914660833,23432,24.921489300002577,3.0689714998588897,6.174746399454307,0.13515070016728714,239,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,914,1.0,914,914
synthetic45,synthetic_test_037,SASB-structured,structured,20260513,finished,0.6468403765075007,1.0,1.0,1.0,1.0,144,0.2006079027355623,0.015029325513196481,0.270516717325228,0.06631567520625271,0.1458966565349544,8317,3.5646340000093915,0.38604170008329675,0.9541377001442015,0.02219839981989935,98,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,329,1.0,329,329
synthetic45,synthetic_test_037,SASB-random,random,20260513,finished,0.6498063535640749,1.0,1.0,1.0,1.0,150,0.19756838905775076,0.015260545905707195,0.2917933130699088,0.06363077145751918,0.1458966565349544,8338,3.573541399993701,0.3946999999752734,0.9650220001058187,0.022819699777755886,96,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,329,1.0,329,329
synthetic45,synthetic_test_037,SASB-matched,matched,20260513,finished,0.6480414746543779,1.0,1.0,1.0,1.0,142,0.19756838905775076,0.015260545905707195,0.2857142857142857,0.06996309161962658,0.1458966565349544,8314,3.9917816999950446,0.38901719998102635,0.961093299993081,0.023279799876036122,97,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,329,1.0,329,329
synthetic45,synthetic_test_038,SASB-structured,structured,20260513,finished,0.7787536318342005,1.0,1.0,1.0,1.0,396,0.10268562401263823,0.015277030661646046,0.5102685624012638,0.06021444984715127,0.16587677725118483,17413,12.021821000002092,1.7397951002058107,3.0550294001295697,0.07140940020326525,143,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,633,1.0,633,633
synthetic45,synthetic_test_038,SASB-random,random,20260513,finished,0.7655630309658745,1.0,1.0,1.0,1.0,341,0.10268562401263823,0.015277030661646044,0.5339652448657188,0.061976285080550475,0.16587677725118483,17402,11.664364099997329,1.7256588999880478,3.0212494999577757,0.07201550010358915,142,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,633,1.0,633,633
synthetic45,synthetic_test_038,SASB-matched,matched,20260513,finished,0.7655740783702869,1.0,1.0,1.0,1.0,356,0.10426540284360189,0.015045560500105953,0.49921011058451814,0.06324329961770721,0.16587677725118483,17414,13.131067300011637,1.801819599699229,3.0955553997773677,0.0768197002762463,143,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,633,1.0,633,633
synthetic45,synthetic_test_039,SASB-structured,structured,20260513,finished,0.6780659340659341,1.0,1.0,1.0,1.0,200,0.1510989010989011,0.01803636363636364,0.3516483516483517,0.047622318158032445,0.08791208791208792,9046,4.487265899981139,0.6055029999115504,1.1556401001871563,0.027100899984361604,112,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,364,1.0,364,364
