dataset_label,dataset,graph_id,method,gcc_at_5pct,gcc_at_10pct,gcc_at_20pct,gcc_at_40pct,first_positive_drop_step
realworld_completed_24of28,realworld_completed,inf_euroroad,SASB,0.3012512030798845,0.0692974013474494,0.0163618864292589,0.0057747834456207,13
realworld_completed_24of28,realworld_completed,inf_power,M5,0.0346083788706739,0.0127504553734061,0.0036429872495446,0.0012143290831815,21
realworld_completed_24of28,realworld_completed,inf_power,SASB,0.0382513661202185,0.0127504553734061,0.0036429872495446,0.0012143290831815,14
realworld_completed_24of28,realworld_completed,inf_usair97,M5,0.7228915662650602,0.5753012048192772,0.3795180722891566,0.2138554216867469,4
realworld_completed_24of28,realworld_completed,inf_usair97,SASB,0.8403614457831325,0.7590361445783133,0.7590361445783133,0.3102409638554217,13
realworld_completed_24of28,realworld_completed,rt_retweet,M5,0.7916666666666666,0.34375,0.1875,0.0625,3
realworld_completed_24of28,realworld_completed,rt_retweet,SASB,0.7916666666666666,0.34375,0.1875,0.0625,3
realworld_completed_24of28,realworld_completed,rt_twitter_copen,M5,0.9132720105124836,0.4822601839684626,0.0657030223390276,0.0118265440210249,4
realworld_completed_24of28,realworld_completed,rt_twitter_copen,SASB,0.914586070959264,0.4165571616294349,0.0722733245729303,0.0118265440210249,8
realworld_completed_24of28,realworld_completed,soc_dolphins,M5,0.6612903225806451,0.6290322580645161,0.5161290322580645,0.1774193548387097,6
realworld_completed_24of28,realworld_completed,soc_dolphins,SASB,1.0,0.6451612903225806,0.4032258064516129,0.1935483870967742,9
realworld_completed_24of28,realworld_completed,soc_wiki_vote,M5,0.9280089988751408,0.9280089988751408,0.2857142857142857,0.1136107986501687,43
realworld_completed_24of28,realworld_completed,soc_wiki_vote,SASB,0.9246344206974128,0.8008998875140607,0.2755905511811024,0.1113610798650168,17
realworld_completed_24of28,realworld_completed,web_edu,M5,0.021115143516991,0.0171560541075552,0.0122071923457604,0.0062685582316067,1
realworld_completed_24of28,realworld_completed,web_edu,SASB,0.021445067634444,0.0184757505773672,0.0145166611679313,0.0062685582316067,3
realworld_completed_24of28,realworld_completed,web_polblogs,M5,0.5940902021772939,0.5816485225505443,0.2939346811819596,0.1368584758942457,72
realworld_completed_24of28,realworld_completed,web_polblogs,SASB,0.6034214618973561,0.5832037325038879,0.3172628304821151,0.1586314152410575,69
