dataset_label,dataset,graph_id,method,selected_edges,inter_community_ratio,bridge_ratio,mean_common_neighbors,median_common_neighbors,mean_edge_embeddedness,median_edge_embeddedness,mean_degree_product,mean_min_endpoint_degree,fraction_min_degree_1,fraction_min_degree_2,mean_delta_gcc,median_delta_gcc,positive_delta_gcc_rate,conditional_mean_delta_gcc,mean_num_components_after,mean_component_increase,mean_full_edge_betweenness_score,mean_sampled_betweenness_score
synthetic45,synthetic45,synthetic_test_004,M5,204.0,0.49019607843137253,0.5049019607843137,0.10784313725490197,0.0,0.02699210008992618,0.0,26.49019607843137,2.6715686274509802,0.3235294117647059,0.35784313725490197,0.004854826546003013,0.0,0.11274509803921569,0.043060200668896285,30.372549019607842,0.5049019607843137,0.41246336311271586,
synthetic45,synthetic45,synthetic_test_004,SASB,204.0,0.5343137254901961,0.5049019607843137,0.10784313725490197,0.0,0.024668973869741134,0.0,25.20098039215686,2.6176470588235294,0.31862745098039214,0.3431372549019608,0.004854826546003013,0.0,0.10784313725490197,0.045017482517482485,29.86764705882353,0.5049019607843137,,291.782557786492
synthetic45,synthetic45,synthetic_test_005,M5,767.0,0.6010430247718384,0.2607561929595828,0.19556714471968709,0.0,0.10095662341425053,0.0,28.51108213820078,3.880052151238592,0.18252933507170796,0.1773142112125163,0.0012972944923362306,0.0,0.04954367666232073,0.026184865147944447,45.28422425032595,0.2607561929595828,0.23680040691614707,
synthetic45,synthetic45,synthetic_test_005,SASB,767.0,0.6205997392438071,0.2607561929595828,0.19556714471968709,0.0,0.10252167794540677,0.0,28.56844850065189,3.8709256844850066,0.18122555410691005,0.17861799217731422,0.0012972944923362309,0.0,0.04563233376792699,0.028429282160625402,44.31812255541069,0.2607561929595828,,371.1670487093464
synthetic45,synthetic45,synthetic_test_006,M5,206.0,0.41262135922330095,0.5097087378640777,0.16019417475728157,0.0,0.10655339805825242,0.0,9.281553398058252,2.203883495145631,0.3446601941747573,0.3155339805825243,0.004808572998717709,0.0,0.12135922330097088,0.03962264150943392,39.9126213592233,0.5097087378640777,0.4248431695609991,
synthetic45,synthetic45,synthetic_test_006,SASB,206.0,0.42718446601941745,0.5097087378640777,0.16019417475728157,0.0,0.10614886731391586,0.0,9.271844660194175,2.203883495145631,0.3446601941747573,0.32524271844660196,0.004808572998717709,0.0,0.11165048543689321,0.04306808859721079,39.87864077669903,0.5097087378640777,,168.2870531008905
synthetic45,synthetic45,synthetic_test_007,M5,661.0,0.4750378214826021,0.22087745839636913,0.19062027231467474,0.0,0.08339052945709526,0.0,34.88653555219365,4.16036308623298,0.14826021180030258,0.17549167927382753,0.0015025677441929816,0.0,0.0907715582450832,0.016553287981859344,38.84417549167927,0.22087745839636913,0.16106923369823653,
synthetic45,synthetic45,synthetic_test_007,SASB,661.0,0.6792738275340393,0.22087745839636913,0.19062027231467474,0.0,0.08942866681142021,0.0,36.34795763993949,4.397881996974282,0.15582450832072617,0.1422087745839637,0.0015025677441929846,0.0,0.04236006051437216,0.035471331389698664,25.574886535552192,0.22087745839636913,,219.4455613798197
synthetic45,synthetic45,synthetic_test_008,M5,325.0,0.4646153846153846,0.4246153846153846,0.11692307692307692,0.0,0.08199999999999999,0.0,14.141538461538461,2.7169230769230768,0.28307692307692306,0.26461538461538464,0.0030547869396790215,0.0,0.1076923076923077,0.028365878725590914,43.16,0.4246153846153846,0.35768906155387786,
synthetic45,synthetic45,synthetic_test_008,SASB,325.0,0.5046153846153846,0.4246153846153846,0.11692307692307692,0.0,0.07902564102564102,0.0,14.264615384615384,2.7384615384615385,0.28,0.25846153846153846,0.0030547869396790215,0.0,0.09230769230769231,0.033093525179856066,42.52307692307692,0.4246153846153846,,280.54624669873937
